,지역명,규모구분,연도,월,분양가격(제곱미터)
6179,충남,전용면적 102제곱미터초과,2021,10,3429
6180,전북,모든면적,2021,10,2685
6181,전북,전용면적 60제곱미터이하,2021,10,2674
6182,전북,전용면적 60제곱미터초과 85제곱미터이하,2021,10,2665
6183,전북,전용면적 85제곱미터초과 102제곱미터이하,2021,10,3240
6184,전북,전용면적 102제곱미터초과,2021,10,3656
6185,전남,모든면적,2021,10,2996
6186,전남,전용면적 60제곱미터이하,2021,10,2890
6187,전남,전용면적 60제곱미터초과 85제곱미터이하,2021,10,2979
6188,전남,전용면적 85제곱미터초과 102제곱미터이하,2021,10,  
6189,전남,전용면적 102제곱미터초과,2021,10,3277
6190,경북,모든면적,2021,10,3131
6191,경북,전용면적 60제곱미터이하,2021,10,2929
6192,경북,전용면적 60제곱미터초과 85제곱미터이하,2021,10,3119
6193,경북,전용면적 85제곱미터초과 102제곱미터이하,2021,10,3845
6194,경북,전용면적 102제곱미터초과,2021,10,3937
6195,경남,모든면적,2021,10,3324
6196,경남,전용면적 60제곱미터이하,2021,10,3188
6197,경남,전용면적 60제곱미터초과 85제곱미터이하,2021,10,3307
6198,경남,전용면적 85제곱미터초과 102제곱미터이하,2021,10,3987
6199,경남,전용면적 102제곱미터초과,2021,10,3599
6200,제주,모든면적,2021,10,6860
6201,제주,전용면적 60제곱미터이하,2021,10,  
6202,제주,전용면적 60제곱미터초과 85제곱미터이하,2021,10,6787
6203,제주,전용면적 85제곱미터초과 102제곱미터이하,2021,10,5924
6204,제주,전용면적 102제곱미터초과,2021,10,6815
6205,서울,모든면적,2021,11,9952
6206,서울,전용면적 60제곱미터이하,2021,11,10553
6207,서울,전용면적 60제곱미터초과 85제곱미터이하,2021,11,10691
6208,서울,전용면적 85제곱미터초과 102제곱미터이하,2021,11,7044
6209,서울,전용면적 102제곱미터초과,2021,11,
6210,인천,모든면적,2021,11,4456
6211,인천,전용면적 60제곱미터이하,2021,11,4399
6212,인천,전용면적 60제곱미터초과 85제곱미터이하,2021,11,4450
6213,인천,전용면적 85제곱미터초과 102제곱미터이하,2021,11,5010
6214,인천,전용면적 102제곱미터초과,2021,11,5385
6215,경기,모든면적,2021,11,4477
6216,경기,전용면적 60제곱미터이하,2021,11,4509
6217,경기,전용면적 60제곱미터초과 85제곱미터이하,2021,11,4530
6218,경기,전용면적 85제곱미터초과 102제곱미터이하,2021,11,4147
6219,경기,전용면적 102제곱미터초과,2021,11,4539
6220,부산,모든면적,2021,11,4614
6221,부산,전용면적 60제곱미터이하,2021,11,4724
6222,부산,전용면적 60제곱미터초과 85제곱미터이하,2021,11,4606
6223,부산,전용면적 85제곱미터초과 102제곱미터이하,2021,11,3971
6224,부산,전용면적 102제곱미터초과,2021,11,4379
6225,대구,모든면적,2021,11,4764
6226,대구,전용면적 60제곱미터이하,2021,11,4509
6227,대구,전용면적 60제곱미터초과 85제곱미터이하,2021,11,4783
6228,대구,전용면적 85제곱미터초과 102제곱미터이하,2021,11,4921
6229,대구,전용면적 102제곱미터초과,2021,11,5158
6230,광주,모든면적,2021,11,4297
6231,광주,전용면적 60제곱미터이하,2021,11,3259
6232,광주,전용면적 60제곱미터초과 85제곱미터이하,2021,11,4023
6233,광주,전용면적 85제곱미터초과 102제곱미터이하,2021,11,
6234,광주,전용면적 102제곱미터초과,2021,11,4987
6235,대전,모든면적,2021,11,3743
6236,대전,전용면적 60제곱미터이하,2021,11,3890
6237,대전,전용면적 60제곱미터초과 85제곱미터이하,2021,11,3742
6238,대전,전용면적 85제곱미터초과 102제곱미터이하,2021,11,
6239,대전,전용면적 102제곱미터초과,2021,11,
6240,울산,모든면적,2021,11,4303
6241,울산,전용면적 60제곱미터이하,2021,11,4862
6242,울산,전용면적 60제곱미터초과 85제곱미터이하,2021,11,4290
6243,울산,전용면적 85제곱미터초과 102제곱미터이하,2021,11,3515
6244,울산,전용면적 102제곱미터초과,2021,11,
6245,세종,모든면적,2021,11,3869
6246,세종,전용면적 60제곱미터이하,2021,11,4041
6247,세종,전용면적 60제곱미터초과 85제곱미터이하,2021,11,3883
6248,세종,전용면적 85제곱미터초과 102제곱미터이하,2021,11,3858
6249,세종,전용면적 102제곱미터초과,2021,11,3741
6250,강원,모든면적,2021,11,3009
6251,강원,전용면적 60제곱미터이하,2021,11,2908
6252,강원,전용면적 60제곱미터초과 85제곱미터이하,2021,11,2928
6253,강원,전용면적 85제곱미터초과 102제곱미터이하,2021,11,3474
6254,강원,전용면적 102제곱미터초과,2021,11,3511
6255,충북,모든면적,2021,11,2644
6256,충북,전용면적 60제곱미터이하,2021,11,2589
6257,충북,전용면적 60제곱미터초과 85제곱미터이하,2021,11,2671
6258,충북,전용면적 85제곱미터초과 102제곱미터이하,2021,11,2688
6259,충북,전용면적 102제곱미터초과,2021,11,2734
6260,충남,모든면적,2021,11,2870
6261,충남,전용면적 60제곱미터이하,2021,11,2872
6262,충남,전용면적 60제곱미터초과 85제곱미터이하,2021,11,2861
6263,충남,전용면적 85제곱미터초과 102제곱미터이하,2021,11,3388
6264,충남,전용면적 102제곱미터초과,2021,11,3461
6265,전북,모든면적,2021,11,2720
6266,전북,전용면적 60제곱미터이하,2021,11,2730
6267,전북,전용면적 60제곱미터초과 85제곱미터이하,2021,11,2704
6268,전북,전용면적 85제곱미터초과 102제곱미터이하,2021,11,2939
6269,전북,전용면적 102제곱미터초과,2021,11,2908
6270,전남,모든면적,2021,11,2959
6271,전남,전용면적 60제곱미터이하,2021,11,2890
6272,전남,전용면적 60제곱미터초과 85제곱미터이하,2021,11,2943
6273,전남,전용면적 85제곱미터초과 102제곱미터이하,2021,11,
6274,전남,전용면적 102제곱미터초과,2021,11,3342
6275,경북,모든면적,2021,11,3162
6276,경북,전용면적 60제곱미터이하,2021,11,2941
6277,경북,전용면적 60제곱미터초과 85제곱미터이하,2021,11,3153
6278,경북,전용면적 85제곱미터초과 102제곱미터이하,2021,11,3783
6279,경북,전용면적 102제곱미터초과,2021,11,3925
6280,경남,모든면적,2021,11,3240
6281,경남,전용면적 60제곱미터이하,2021,11,2994
6282,경남,전용면적 60제곱미터초과 85제곱미터이하,2021,11,3227
6283,경남,전용면적 85제곱미터초과 102제곱미터이하,2021,11,3987
6284,경남,전용면적 102제곱미터초과,2021,11,3476
6285,제주,모든면적,2021,11,6860
6286,제주,전용면적 60제곱미터이하,2021,11,
6287,제주,전용면적 60제곱미터초과 85제곱미터이하,2021,11,6787
6288,제주,전용면적 85제곱미터초과 102제곱미터이하,2021,11,5924
6289,제주,전용면적 102제곱미터초과,2021,11,6815
6290,서울,모든면적,2021,12,9983
6291,서울,전용면적 60제곱미터이하,2021,12,10553
6292,서울,전용면적 60제곱미터초과 85제곱미터이하,2021,12,10746
6293,서울,전용면적 85제곱미터초과 102제곱미터이하,2021,12,7274
6294,서울,전용면적 102제곱미터초과,2021,12,
6295,인천,모든면적,2021,12,4551
6296,인천,전용면적 60제곱미터이하,2021,12,4363
6297,인천,전용면적 60제곱미터초과 85제곱미터이하,2021,12,4526
6298,인천,전용면적 85제곱미터초과 102제곱미터이하,2021,12,5204
6299,인천,전용면적 102제곱미터초과,2021,12,5635
6300,경기,모든면적,2021,12,4458
6301,경기,전용면적 60제곱미터이하,2021,12,4553
6302,경기,전용면적 60제곱미터초과 85제곱미터이하,2021,12,4532
6303,경기,전용면적 85제곱미터초과 102제곱미터이하,2021,12,3968
6304,경기,전용면적 102제곱미터초과,2021,12,4726
6305,부산,모든면적,2021,12,5081
6306,부산,전용면적 60제곱미터이하,2021,12,4927
6307,부산,전용면적 60제곱미터초과 85제곱미터이하,2021,12,5112
6308,부산,전용면적 85제곱미터초과 102제곱미터이하,2021,12,5926
6309,부산,전용면적 102제곱미터초과,2021,12,5427
6310,대구,모든면적,2021,12,4851
6311,대구,전용면적 60제곱미터이하,2021,12,4568
6312,대구,전용면적 60제곱미터초과 85제곱미터이하,2021,12,4863
6313,대구,전용면적 85제곱미터초과 102제곱미터이하,2021,12,4951
6314,대구,전용면적 102제곱미터초과,2021,12,5144
6315,광주,모든면적,2021,12,4405
6316,광주,전용면적 60제곱미터이하,2021,12,3892
6317,광주,전용면적 60제곱미터초과 85제곱미터이하,2021,12,4420
6318,광주,전용면적 85제곱미터초과 102제곱미터이하,2021,12,
6319,광주,전용면적 102제곱미터초과,2021,12,4951
6320,대전,모든면적,2021,12,3762
6321,대전,전용면적 60제곱미터이하,2021,12,3890
6322,대전,전용면적 60제곱미터초과 85제곱미터이하,2021,12,3766
6323,대전,전용면적 85제곱미터초과 102제곱미터이하,2021,12,
6324,대전,전용면적 102제곱미터초과,2021,12,
6325,울산,모든면적,2021,12,4378
6326,울산,전용면적 60제곱미터이하,2021,12,4862
6327,울산,전용면적 60제곱미터초과 85제곱미터이하,2021,12,4358
6328,울산,전용면적 85제곱미터초과 102제곱미터이하,2021,12,4425
6329,울산,전용면적 102제곱미터초과,2021,12,
6330,세종,모든면적,2021,12,3739
6331,세종,전용면적 60제곱미터이하,2021,12,3745
6332,세종,전용면적 60제곱미터초과 85제곱미터이하,2021,12,3694
6333,세종,전용면적 85제곱미터초과 102제곱미터이하,2021,12,3858
6334,세종,전용면적 102제곱미터초과,2021,12,3677
6335,강원,모든면적,2021,12,3031
6336,강원,전용면적 60제곱미터이하,2021,12,3105
6337,강원,전용면적 60제곱미터초과 85제곱미터이하,2021,12,2953
6338,강원,전용면적 85제곱미터초과 102제곱미터이하,2021,12,3514
6339,강원,전용면적 102제곱미터초과,2021,12,3509
6340,충북,모든면적,2021,12,2729
6341,충북,전용면적 60제곱미터이하,2021,12,2657
6342,충북,전용면적 60제곱미터초과 85제곱미터이하,2021,12,2735
6343,충북,전용면적 85제곱미터초과 102제곱미터이하,2021,12,2752
6344,충북,전용면적 102제곱미터초과,2021,12,2775
6345,충남,모든면적,2021,12,2929
6346,충남,전용면적 60제곱미터이하,2021,12,2942
6347,충남,전용면적 60제곱미터초과 85제곱미터이하,2021,12,2924
6348,충남,전용면적 85제곱미터초과 102제곱미터이하,2021,12,3832
6349,충남,전용면적 102제곱미터초과,2021,12,3461
6350,전북,모든면적,2021,12,2777
6351,전북,전용면적 60제곱미터이하,2021,12,2730
6352,전북,전용면적 60제곱미터초과 85제곱미터이하,2021,12,2757
6353,전북,전용면적 85제곱미터초과 102제곱미터이하,2021,12,3166
6354,전북,전용면적 102제곱미터초과,2021,12,2980
6355,전남,모든면적,2021,12,2892
6356,전남,전용면적 60제곱미터이하,2021,12,2874
6357,전남,전용면적 60제곱미터초과 85제곱미터이하,2021,12,2876
6358,전남,전용면적 85제곱미터초과 102제곱미터이하,2021,12,
6359,전남,전용면적 102제곱미터초과,2021,12,3750
6360,경북,모든면적,2021,12,3297
6361,경북,전용면적 60제곱미터이하,2021,12,3000
6362,경북,전용면적 60제곱미터초과 85제곱미터이하,2021,12,3269
6363,경북,전용면적 85제곱미터초과 102제곱미터이하,2021,12,4175
6364,경북,전용면적 102제곱미터초과,2021,12,4030
6365,경남,모든면적,2021,12,3309
6366,경남,전용면적 60제곱미터이하,2021,12,3122
6367,경남,전용면적 60제곱미터초과 85제곱미터이하,2021,12,3284
6368,경남,전용면적 85제곱미터초과 102제곱미터이하,2021,12,3987
6369,경남,전용면적 102제곱미터초과,2021,12,3503
6370,제주,모든면적,2021,12,6574
6371,제주,전용면적 60제곱미터이하,2021,12,2862
6372,제주,전용면적 60제곱미터초과 85제곱미터이하,2021,12,6516
6373,제주,전용면적 85제곱미터초과 102제곱미터이하,2021,12,5924
6374,제주,전용면적 102제곱미터초과,2021,12,6493
6375,서울,모든면적,2022,1,9582
6376,서울,전용면적 60제곱미터이하,2022,1,9963
6377,서울,전용면적 60제곱미터초과 85제곱미터이하,2022,1,10260
6378,서울,전용면적 85제곱미터초과 102제곱미터이하,2022,1,7274
6379,서울,전용면적 102제곱미터초과,2022,1,8913
6380,인천,모든면적,2022,1,4626
6381,인천,전용면적 60제곱미터이하,2022,1,4363
6382,인천,전용면적 60제곱미터초과 85제곱미터이하,2022,1,4609
6383,인천,전용면적 85제곱미터초과 102제곱미터이하,2022,1,6224
6384,인천,전용면적 102제곱미터초과,2022,1,5627
6385,경기,모든면적,2022,1,4567
6386,경기,전용면적 60제곱미터이하,2022,1,4573
6387,경기,전용면적 60제곱미터초과 85제곱미터이하,2022,1,4646
6388,경기,전용면적 85제곱미터초과 102제곱미터이하,2022,1,4021
6389,경기,전용면적 102제곱미터초과,2022,1,4876
6390,부산,모든면적,2022,1,5135
6391,부산,전용면적 60제곱미터이하,2022,1,4927
6392,부산,전용면적 60제곱미터초과 85제곱미터이하,2022,1,5168
6393,부산,전용면적 85제곱미터초과 102제곱미터이하,2022,1,5926
6394,부산,전용면적 102제곱미터초과,2022,1,5427
6395,대구,모든면적,2022,1,4843
6396,대구,전용면적 60제곱미터이하,2022,1,4563
6397,대구,전용면적 60제곱미터초과 85제곱미터이하,2022,1,4854
6398,대구,전용면적 85제곱미터초과 102제곱미터이하,2022,1,4951
6399,대구,전용면적 102제곱미터초과,2022,1,5131
6400,광주,모든면적,2022,1,4417
6401,광주,전용면적 60제곱미터이하,2022,1,3892
6402,광주,전용면적 60제곱미터초과 85제곱미터이하,2022,1,4451
6403,광주,전용면적 85제곱미터초과 102제곱미터이하,2022,1, 
6404,광주,전용면적 102제곱미터초과,2022,1,4951
6405,대전,모든면적,2022,1,3987
6406,대전,전용면적 60제곱미터이하,2022,1,4170
6407,대전,전용면적 60제곱미터초과 85제곱미터이하,2022,1,3988
6408,대전,전용면적 85제곱미터초과 102제곱미터이하,2022,1, 
6409,대전,전용면적 102제곱미터초과,2022,1, 
6410,울산,모든면적,2022,1,4446
6411,울산,전용면적 60제곱미터이하,2022,1,4862
6412,울산,전용면적 60제곱미터초과 85제곱미터이하,2022,1,4419
6413,울산,전용면적 85제곱미터초과 102제곱미터이하,2022,1,4425
6414,울산,전용면적 102제곱미터초과,2022,1, 
6415,세종,모든면적,2022,1,3614
6416,세종,전용면적 60제곱미터이하,2022,1,3189
6417,세종,전용면적 60제곱미터초과 85제곱미터이하,2022,1,3364
6418,세종,전용면적 85제곱미터초과 102제곱미터이하,2022,1,3870
6419,세종,전용면적 102제곱미터초과,2022,1,3661
6420,강원,모든면적,2022,1,3031
6421,강원,전용면적 60제곱미터이하,2022,1,3105
6422,강원,전용면적 60제곱미터초과 85제곱미터이하,2022,1,2953
6423,강원,전용면적 85제곱미터초과 102제곱미터이하,2022,1,3514
6424,강원,전용면적 102제곱미터초과,2022,1,3509
6425,충북,모든면적,2022,1,2750
6426,충북,전용면적 60제곱미터이하,2022,1,2657
6427,충북,전용면적 60제곱미터초과 85제곱미터이하,2022,1,2752
6428,충북,전용면적 85제곱미터초과 102제곱미터이하,2022,1,2967
6429,충북,전용면적 102제곱미터초과,2022,1,2925
6430,충남,모든면적,2022,1,2980
6431,충남,전용면적 60제곱미터이하,2022,1,2942
6432,충남,전용면적 60제곱미터초과 85제곱미터이하,2022,1,2975
6433,충남,전용면적 85제곱미터초과 102제곱미터이하,2022,1,3832
6434,충남,전용면적 102제곱미터초과,2022,1,3582
6435,전북,모든면적,2022,1,2842
6436,전북,전용면적 60제곱미터이하,2022,1,2730
6437,전북,전용면적 60제곱미터초과 85제곱미터이하,2022,1,2820
6438,전북,전용면적 85제곱미터초과 102제곱미터이하,2022,1,3166
6439,전북,전용면적 102제곱미터초과,2022,1,3118
6440,전남,모든면적,2022,1,2997
6441,전남,전용면적 60제곱미터이하,2022,1,3047
6442,전남,전용면적 60제곱미터초과 85제곱미터이하,2022,1,2976
6443,전남,전용면적 85제곱미터초과 102제곱미터이하,2022,1, 
6444,전남,전용면적 102제곱미터초과,2022,1,3735
6445,경북,모든면적,2022,1,3297
6446,경북,전용면적 60제곱미터이하,2022,1,3011
6447,경북,전용면적 60제곱미터초과 85제곱미터이하,2022,1,3269
6448,경북,전용면적 85제곱미터초과 102제곱미터이하,2022,1,4175
6449,경북,전용면적 102제곱미터초과,2022,1,4030
6450,경남,모든면적,2022,1,3314
6451,경남,전용면적 60제곱미터이하,2022,1,3125
6452,경남,전용면적 60제곱미터초과 85제곱미터이하,2022,1,3289
6453,경남,전용면적 85제곱미터초과 102제곱미터이하,2022,1,3987
6454,경남,전용면적 102제곱미터초과,2022,1,3503
6455,제주,모든면적,2022,1,6574
6456,제주,전용면적 60제곱미터이하,2022,1,2862
6457,제주,전용면적 60제곱미터초과 85제곱미터이하,2022,1,6516
6458,제주,전용면적 85제곱미터초과 102제곱미터이하,2022,1,5924
6459,제주,전용면적 102제곱미터초과,2022,1,6493
6460,서울,모든면적,2022,2,9817
6461,서울,전용면적 60제곱미터이하,2022,2,10322
6462,서울,전용면적 60제곱미터초과 85제곱미터이하,2022,2,10217
6463,서울,전용면적 85제곱미터초과 102제곱미터이하,2022,2,7229
6464,서울,전용면적 102제곱미터초과,2022,2,8913
6465,인천,모든면적,2022,2,4612
6466,인천,전용면적 60제곱미터이하,2022,2,4544
6467,인천,전용면적 60제곱미터초과 85제곱미터이하,2022,2,4591
6468,인천,전용면적 85제곱미터초과 102제곱미터이하,2022,2,6167
6469,인천,전용면적 102제곱미터초과,2022,2,5584
6470,경기,모든면적,2022,2,4765
6471,경기,전용면적 60제곱미터이하,2022,2,4859
6472,경기,전용면적 60제곱미터초과 85제곱미터이하,2022,2,4787
6473,경기,전용면적 85제곱미터초과 102제곱미터이하,2022,2,4071
6474,경기,전용면적 102제곱미터초과,2022,2,4694
6475,부산,모든면적,2022,2,5188
6476,부산,전용면적 60제곱미터이하,2022,2,5006
6477,부산,전용면적 60제곱미터초과 85제곱미터이하,2022,2,5224
6478,부산,전용면적 85제곱미터초과 102제곱미터이하,2022,2,5926
6479,부산,전용면적 102제곱미터초과,2022,2,5427
6480,대구,모든면적,2022,2,4969
6481,대구,전용면적 60제곱미터이하,2022,2,4563
6482,대구,전용면적 60제곱미터초과 85제곱미터이하,2022,2,4979
6483,대구,전용면적 85제곱미터초과 102제곱미터이하,2022,2,4962
6484,대구,전용면적 102제곱미터초과,2022,2,5346
6485,광주,모든면적,2022,2,4416
6486,광주,전용면적 60제곱미터이하,2022,2,3892
6487,광주,전용면적 60제곱미터초과 85제곱미터이하,2022,2,4451
6488,광주,전용면적 85제곱미터초과 102제곱미터이하,2022,2,
6489,광주,전용면적 102제곱미터초과,2022,2,4973
6490,대전,모든면적,2022,2,4008
6491,대전,전용면적 60제곱미터이하,2022,2,4189
6492,대전,전용면적 60제곱미터초과 85제곱미터이하,2022,2,4010
6493,대전,전용면적 85제곱미터초과 102제곱미터이하,2022,2,
6494,대전,전용면적 102제곱미터초과,2022,2,
6495,울산,모든면적,2022,2,4446
6496,울산,전용면적 60제곱미터이하,2022,2,4862
6497,울산,전용면적 60제곱미터초과 85제곱미터이하,2022,2,4419
6498,울산,전용면적 85제곱미터초과 102제곱미터이하,2022,2,4425
6499,울산,전용면적 102제곱미터초과,2022,2,
6500,세종,모든면적,2022,2,3614
6501,세종,전용면적 60제곱미터이하,2022,2,3189
6502,세종,전용면적 60제곱미터초과 85제곱미터이하,2022,2,3364
6503,세종,전용면적 85제곱미터초과 102제곱미터이하,2022,2,3870
6504,세종,전용면적 102제곱미터초과,2022,2,3661
6505,강원,모든면적,2022,2,3070
6506,강원,전용면적 60제곱미터이하,2022,2,3158
6507,강원,전용면적 60제곱미터초과 85제곱미터이하,2022,2,2994
6508,강원,전용면적 85제곱미터초과 102제곱미터이하,2022,2,3514
6509,강원,전용면적 102제곱미터초과,2022,2,3631
6510,충북,모든면적,2022,2,2740
6511,충북,전용면적 60제곱미터이하,2022,2,2657
6512,충북,전용면적 60제곱미터초과 85제곱미터이하,2022,2,2739
6513,충북,전용면적 85제곱미터초과 102제곱미터이하,2022,2,2967
6514,충북,전용면적 102제곱미터초과,2022,2,2925
6515,충남,모든면적,2022,2,2981
6516,충남,전용면적 60제곱미터이하,2022,2,2942
6517,충남,전용면적 60제곱미터초과 85제곱미터이하,2022,2,3156
6518,충남,전용면적 85제곱미터초과 102제곱미터이하,2022,2,3832
6519,충남,전용면적 102제곱미터초과,2022,2,3582
6520,전북,모든면적,2022,2,2865
6521,전북,전용면적 60제곱미터이하,2022,2,2730
6522,전북,전용면적 60제곱미터초과 85제곱미터이하,2022,2,2843
6523,전북,전용면적 85제곱미터초과 102제곱미터이하,2022,2,3166
6524,전북,전용면적 102제곱미터초과,2022,2,3174
6525,전남,모든면적,2022,2,3068
6526,전남,전용면적 60제곱미터이하,2022,2,3423
6527,전남,전용면적 60제곱미터초과 85제곱미터이하,2022,2,3052
6528,전남,전용면적 85제곱미터초과 102제곱미터이하,2022,2,2793
6529,전남,전용면적 102제곱미터초과,2022,2,3556
6530,경북,모든면적,2022,2,3419
6531,경북,전용면적 60제곱미터이하,2022,2,3165
6532,경북,전용면적 60제곱미터초과 85제곱미터이하,2022,2,3386
6533,경북,전용면적 85제곱미터초과 102제곱미터이하,2022,2,4175
6534,경북,전용면적 102제곱미터초과,2022,2,4030
6535,경남,모든면적,2022,2,3348
6536,경남,전용면적 60제곱미터이하,2022,2,3259
6537,경남,전용면적 60제곱미터초과 85제곱미터이하,2022,2,3339
6538,경남,전용면적 85제곱미터초과 102제곱미터이하,2022,2,3937
6539,경남,전용면적 102제곱미터초과,2022,2,3532
6540,제주,모든면적,2022,2,6392
6541,제주,전용면적 60제곱미터이하,2022,2,2862
6542,제주,전용면적 60제곱미터초과 85제곱미터이하,2022,2,6316
6543,제주,전용면적 85제곱미터초과 102제곱미터이하,2022,2,5924
6544,제주,전용면적 102제곱미터초과,2022,2,6493
6545,서울,모든면적,2022,3,9647
6546,서울,전용면적 60제곱미터이하,2022,3,10056
6547,서울,전용면적 60제곱미터초과 85제곱미터이하,2022,3,10217
6548,서울,전용면적 85제곱미터초과 102제곱미터이하,2022,3,7229
6549,서울,전용면적 102제곱미터초과,2022,3,8913
6550,인천,모든면적,2022,3,4625
6551,인천,전용면적 60제곱미터이하,2022,3,4499
6552,인천,전용면적 60제곱미터초과 85제곱미터이하,2022,3,4602
6553,인천,전용면적 85제곱미터초과 102제곱미터이하,2022,3,6167
6554,인천,전용면적 102제곱미터초과,2022,3,5607
6555,경기,모든면적,2022,3,4786
6556,경기,전용면적 60제곱미터이하,2022,3,4891
6557,경기,전용면적 60제곱미터초과 85제곱미터이하,2022,3,4790
6558,경기,전용면적 85제곱미터초과 102제곱미터이하,2022,3,4775
6559,경기,전용면적 102제곱미터초과,2022,3,4579
6560,부산,모든면적,2022,3,5121
6561,부산,전용면적 60제곱미터이하,2022,3,4948
6562,부산,전용면적 60제곱미터초과 85제곱미터이하,2022,3,5147
6563,부산,전용면적 85제곱미터초과 102제곱미터이하,2022,3,5926
6564,부산,전용면적 102제곱미터초과,2022,3,5427
6565,대구,모든면적,2022,3,4977
6566,대구,전용면적 60제곱미터이하,2022,3,4663
6567,대구,전용면적 60제곱미터초과 85제곱미터이하,2022,3,4967
6568,대구,전용면적 85제곱미터초과 102제곱미터이하,2022,3,4975
6569,대구,전용면적 102제곱미터초과,2022,3,5374
6570,광주,모든면적,2022,3,4544
6571,광주,전용면적 60제곱미터이하,2022,3,3892
6572,광주,전용면적 60제곱미터초과 85제곱미터이하,2022,3,4587
6573,광주,전용면적 85제곱미터초과 102제곱미터이하,2022,3,
6574,광주,전용면적 102제곱미터초과,2022,3,4973
6575,대전,모든면적,2022,3,4008
6576,대전,전용면적 60제곱미터이하,2022,3,4189
6577,대전,전용면적 60제곱미터초과 85제곱미터이하,2022,3,4010
6578,대전,전용면적 85제곱미터초과 102제곱미터이하,2022,3,
6579,대전,전용면적 102제곱미터초과,2022,3,
6580,울산,모든면적,2022,3,4815
6581,울산,전용면적 60제곱미터이하,2022,3,5258
6582,울산,전용면적 60제곱미터초과 85제곱미터이하,2022,3,4843
6583,울산,전용면적 85제곱미터초과 102제곱미터이하,2022,3,4425
6584,울산,전용면적 102제곱미터초과,2022,3,8239
6585,세종,모든면적,2022,3,3614
6586,세종,전용면적 60제곱미터이하,2022,3,3189
6587,세종,전용면적 60제곱미터초과 85제곱미터이하,2022,3,3364
6588,세종,전용면적 85제곱미터초과 102제곱미터이하,2022,3,3870
6589,세종,전용면적 102제곱미터초과,2022,3,3661
6590,강원,모든면적,2022,3,3138
6591,강원,전용면적 60제곱미터이하,2022,3,3158
6592,강원,전용면적 60제곱미터초과 85제곱미터이하,2022,3,3062
6593,강원,전용면적 85제곱미터초과 102제곱미터이하,2022,3,3786
6594,강원,전용면적 102제곱미터초과,2022,3,3876
6595,충북,모든면적,2022,3,2736
6596,충북,전용면적 60제곱미터이하,2022,3,2764
6597,충북,전용면적 60제곱미터초과 85제곱미터이하,2022,3,2735
6598,충북,전용면적 85제곱미터초과 102제곱미터이하,2022,3,2967
6599,충북,전용면적 102제곱미터초과,2022,3,2894
6600,충남,모든면적,2022,3,3035
6601,충남,전용면적 60제곱미터이하,2022,3,2964
6602,충남,전용면적 60제곱미터초과 85제곱미터이하,2022,3,3242
6603,충남,전용면적 85제곱미터초과 102제곱미터이하,2022,3,3832
6604,충남,전용면적 102제곱미터초과,2022,3,3596
6605,전북,모든면적,2022,3,2859
6606,전북,전용면적 60제곱미터이하,2022,3,2730
6607,전북,전용면적 60제곱미터초과 85제곱미터이하,2022,3,2842
6608,전북,전용면적 85제곱미터초과 102제곱미터이하,2022,3,3166
6609,전북,전용면적 102제곱미터초과,2022,3,3174
6610,전남,모든면적,2022,3,3065
6611,전남,전용면적 60제곱미터이하,2022,3,3423
6612,전남,전용면적 60제곱미터초과 85제곱미터이하,2022,3,3049
6613,전남,전용면적 85제곱미터초과 102제곱미터이하,2022,3,2793
6614,전남,전용면적 102제곱미터초과,2022,3,3560
6615,경북,모든면적,2022,3,3419
6616,경북,전용면적 60제곱미터이하,2022,3,3165
6617,경북,전용면적 60제곱미터초과 85제곱미터이하,2022,3,3386
6618,경북,전용면적 85제곱미터초과 102제곱미터이하,2022,3,4175
6619,경북,전용면적 102제곱미터초과,2022,3,4030
6620,경남,모든면적,2022,3,3390
6621,경남,전용면적 60제곱미터이하,2022,3,3259
6622,경남,전용면적 60제곱미터초과 85제곱미터이하,2022,3,3387
6623,경남,전용면적 85제곱미터초과 102제곱미터이하,2022,3,3803
6624,경남,전용면적 102제곱미터초과,2022,3,3625
6625,제주,모든면적,2022,3,5830
6626,제주,전용면적 60제곱미터이하,2022,3,2862
6627,제주,전용면적 60제곱미터초과 85제곱미터이하,2022,3,5707
6628,제주,전용면적 85제곱미터초과 102제곱미터이하,2022,3,5924
6629,제주,전용면적 102제곱미터초과,2022,3,6258
6630,서울,모든면적,2022,4,9771
6631,서울,전용면적 60제곱미터이하,2022,4,10268
6632,서울,전용면적 60제곱미터초과 85제곱미터이하,2022,4,10217
6633,서울,전용면적 85제곱미터초과 102제곱미터이하,2022,4,7229
6634,서울,전용면적 102제곱미터초과,2022,4,8913
6635,인천,모든면적,2022,4,4749
6636,인천,전용면적 60제곱미터이하,2022,4,4655
6637,인천,전용면적 60제곱미터초과 85제곱미터이하,2022,4,4745
6638,인천,전용면적 85제곱미터초과 102제곱미터이하,2022,4,6167
6639,인천,전용면적 102제곱미터초과,2022,4,5631
6640,경기,모든면적,2022,4,4812
6641,경기,전용면적 60제곱미터이하,2022,4,4821
6642,경기,전용면적 60제곱미터초과 85제곱미터이하,2022,4,4818
6643,경기,전용면적 85제곱미터초과 102제곱미터이하,2022,4,4775
6644,경기,전용면적 102제곱미터초과,2022,4,4556
6645,부산,모든면적,2022,4,5121
6646,부산,전용면적 60제곱미터이하,2022,4,4948
6647,부산,전용면적 60제곱미터초과 85제곱미터이하,2022,4,5147
6648,부산,전용면적 85제곱미터초과 102제곱미터이하,2022,4,5926
